part_type,height_mean,height_max,height_min,length_mean,length_max,length_min,width_mean,width_max,width_min
Power Steering Reservoirs,4.707692307692307,5.169827031429937,4.245557583954677,7.527692307692307,8.26564280238684,6.789741812997775,5.588461538461539,6.591936060425651,4.584987016497427
Heater Valves,5.2749999999999995,5.992480282250054,4.557519717749945,5.88875,6.6953361013645525,5.082163898635447,5.52375,6.252302243258366,4.795197756741634
Hoses - Heater,5.809666666666666,7.451967393886155,4.167365939447177,17.3795,19.12514253868843,15.633857461311573,5.121666666666667,6.062575445574107,4.180757887759227
Vacuum Reservoirs,5.14,5.403176580312235,4.8768234196877644,7.8,8.293456088085442,7.3065439119145585,5.14,5.403176580312235,4.8768234196877644
Leaf Spring Mounting Plates,3.0720000000000005,3.7573936181366188,2.3866063818633823,7.348399999999999,8.078177444275694,6.618622555724305,4.398,5.130946726951931,3.665053273048068
Fuel Tank Sending Unit Gaskets,0.8072727272727271,1.5136344849165764,0.10091096962887802,4.25,5.0183100871291835,3.4816899128708165,2.6872727272727275,3.8107277668904795,1.5638176876549754
Fuel Tank Grommets,0.375,0.580606703368934,0.16939329663106598,1.375,1.580606703368934,1.169393296631066,1.375,1.580606703368934,1.169393296631066
Fan Shrouds,7.847761627906978,8.667862176698579,7.0276610791153775,27.77110465116279,28.345989453381584,27.196219848943997,18.142209302325583,18.969098588188732,17.315320016462433
Coolant Level Sensors,2.0,2.0,2.0,8.75,10.80606703368934,6.69393296631066,1.5,2.322426813475736,0.6775731865242639
Power Steering Reservoir Mounting Brackets,0.75,,,1.75,,,1.25,,
Idler Arms,4.636363636363637,5.614771345700471,3.6579559270268023,7.159090909090909,8.15449105002682,6.163690768154998,5.909090909090909,6.483380020114753,5.3348017980670654
Sway Bar Mounting Brackets,5.958333333333333,7.332311811231227,4.584354855435439,6.625,8.059789660095683,5.190210339904317,3.9166666666666665,5.275174208514106,2.558159124819227
Transmission Crossmembers,8.675373134328359,10.033126982732394,7.317619285924324,30.04671641791045,31.8077145424205,28.2857182934004,8.733955223880596,9.33363936217066,8.134271085590532
Receiver Hitches,16.238028080827288,16.335284631664056,16.14077152999052,41.38725822976952,41.543012151869796,41.23150430766925,12.918141352812862,13.008908075557462,12.827374630068261
Hydraulic Clutch Lines,1.2756962025316454,1.5313128226603592,1.0200795824029316,28.826329113924054,30.776347612044415,26.876310615803693,5.12,5.44311871081941,4.7968812891805905
Clutch Fork Pivot Balls,0.8928571428571429,1.1599144360632188,0.625799849651067,1.5357142857142858,2.294106036206181,0.7773225352223908,1.0771428571428572,1.8997632258542034,0.25452248843151104
Shock Bump Stop Components,1.625,1.830606703368934,1.419393296631066,3.625,4.241820110106802,3.008179889893198,3.625,4.241820110106802,3.008179889893198
Driveshafts,6.823596837944625,6.937986048960716,6.709207626928534,60.26460474308301,60.95262814717673,59.57658133898929,9.0040316205534,9.150481108267602,8.857582132839198
CV Joints,5.203125,5.9302664612329155,4.4759835387670845,10.328125,15.358381520499584,5.2978684795004165,6.9625,9.516590353262984,4.408409646737017
Clutch Master Cylinder & Slave Cylinder Kits,5.045454545454546,5.797994760162606,4.292914330746486,17.53409090909091,19.160437160019892,15.907744658161928,12.795454545454545,14.38730401741089,11.2036050734982
Axle Drive Flange Components,0.7799999999999999,1.1751488982237146,0.3848511017762853,4.979166666666667,6.527297006030909,3.431036327302425,1.8808333333333331,2.8529882084121563,0.9086784582545099
Axle Housing Mounting Kits,5.0,,,5.0,,,5.0,,
Lug Nut Wrenches,5.75,12.544360542795989,-1.044360542795988,16.083333333333332,18.554418371919354,13.612248294747312,3.85,5.96658428513324,1.7334157148667604
Crossmember Bushings,7.407368421052631,7.901844193475916,6.912892648629346,4.829824561403509,5.5863183637767895,4.073330759030228,7.338596491228071,8.092573977769153,6.584619004686989
Subframe & Cradle Bushings & Inserts,4.321428571428571,4.516262939844759,4.126594203012384,7.178571428571429,8.795565084290454,5.561577772852404,8.25,9.877629554127235,6.622370445872765
Fuel Vapor Canister Seal,0.38,,,1.75,,,1.75,,
Manual Transmission Cases,10.333333333333334,11.058645606669367,9.6080210599973,11.583333333333334,13.574406586656309,9.592260080010359,10.333333333333334,11.058645606669367,9.6080210599973
Shifter Replacement Parts - Manual Transmission,0.9967741935483869,1.3393972453055358,0.654151141791238,5.169354838709677,6.250009965219581,4.088699712199773,2.47516129032258,3.227358876732569,1.7229637039125913
Manual Transmission Gasket Sets,1.6550000000000002,2.8601579594420956,0.4498420405579049,10.443181818181818,11.731941670037484,9.154421966326153,5.614545454545454,7.0156299528224215,4.213460956268487
Wheel Cylinder Rebuild Kits,2.647058823529412,3.4480242131404184,1.8460934339184056,5.05,6.934957529479573,3.1650424705204268,2.1999999999999997,3.2352647913250414,1.164735208674958
Axle Pivot Bushings,4.7958823529411765,6.040622213672727,3.5511424922096264,5.0,6.057837761707631,3.942162238292369,3.235294117647059,3.581628233911357,2.8889600013827605
Shifter Boot Rings,2.5,5.789707253902945,-0.7897072539029444,6.875,7.90303351684467,5.84696648315533,2.82,7.228207720229944,-1.5882077202299452
Carburetor Spacers,1.4885981308411211,1.6283832938774152,1.348812967804827,9.1003738317757,9.4033337487434,8.797413914808,7.758317757009347,7.938802744692651,7.577832769326043
Coil Spring Retainers,1.5,2.322426813475736,0.6775731865242639,3.8333333333333335,4.929902417967648,2.7367642486990187,1.0,1.0,1.0
Air Check Valves,3.25,,,3.25,,,3.25,,
Coil Wires,2.625,3.9795097470333873,1.2704902529666124,9.833333333333334,13.227055209992425,6.439611456674243,2.4583333333333335,4.283233591715836,0.6334330749508301
Fuel Tank Sending Units,4.1737931034482765,4.402588231159142,3.9449979757374107,14.887241379310346,17.58567443992021,12.188808318700481,3.0317241379310347,3.69751941368107,2.3659288621809993
Bellhousing Components,0.5,,,1.25,,,1.0,,
Emission Lines,3.25,3.661213406737868,2.838786593262132,12.0,12.0,12.0,10.5,11.322426813475737,9.677573186524263
Crankshaft Position Sensor Components,1.5,,,2.25,,,1.5,,
Clutch Forks,1.77,2.2777514481054872,1.2622485518945128,8.747857142857143,10.274599481459383,7.221114804254903,2.565,3.219281753546778,1.910718246453222
Oil Filter Fittings,2.125,3.5642469235825383,0.685753076417462,3.75,7.450920660640812,0.049079339359187735,2.125,3.5642469235825383,0.685753076417462
Water Pump Inlet Tubes,0.75,,,5.0,,,5.0,,
Vacuum Pump & Dry Sump Pump Drive Kit Components,0.75,0.75,0.75,5.833333333333333,9.604658250416175,2.0620084162504897,1.0833333333333333,1.4459894700013503,0.7206771966653163
Cylinder Heads,8.206723826714779,8.2606169563752,8.152830697054357,24.933176895306758,25.130242943464893,24.736110847148623,11.014007220216575,11.107318502277069,10.920695938156081
Valve Springs,2.3247368421052634,2.8797633220778494,1.7697103621326775,5.979473684210526,8.153144486262397,3.805802882158656,3.2857894736842104,4.636387225326185,1.935191722042235
Connecting Rods,1.4375,1.7256639170099972,1.1493360829900028,9.625,10.61716077215693,8.63283922784307,3.19375,3.7716344367312233,2.615865563268777
Oil Filler Tubes,1.6750000000000003,2.0872577375782755,1.262742262421725,8.6725,10.559416563948972,6.785583436051028,5.345,6.525801488995029,4.164198511004971
Dipstick Replacement Parts,0.125,0.13322426813475738,0.11677573186524264,0.625,0.830606703368934,0.41939329663106595,0.625,0.830606703368934,0.41939329663106595
Variable Cam Timing Solenoids,2.4015384615384616,2.6664546177697908,2.1366223053071325,5.90076923076923,6.288335771703735,5.513202689834725,2.623846153846154,3.090326455296736,2.157365852395572
Clutch Linkage Rods,0.8472222222222222,1.0802642315130442,0.6141802129314001,10.472222222222221,12.872956425105897,8.071488019338545,1.6088888888888888,1.9227179164887698,1.2950598612890079
Clutch Firewall Boots,2.0625,2.321216094869546,1.8037839051304538,4.375,5.077280588857575,3.6727194111424244,2.01,3.1073775063385742,0.9126224936614253
Spindle Nut Sockets,2.75,3.413061694935324,2.086938305064676,3.6666666666666665,4.013432258583705,3.319901074749628,2.7583333333333333,3.276491234775116,2.2401754318915508
Shifter Sticks - Manual Transmission,11.555813953488373,13.756100633684936,9.35552727329181,7.232558139534884,9.432859584832569,5.0322566942372,6.775581395348836,7.481816536788776,6.069346253908896
Windshield Wiper Transmission Linkages,2.3721428571428573,3.1084046539942713,1.6358810602914433,24.351428571428567,27.696844851949198,21.006012290907936,3.7792857142857152,4.892766278397005,2.665805150174425
Tailgates,18.27,27.0179928450171,9.522007154982898,35.14,41.68768656832045,28.592313431679546,16.81,19.323035449239796,14.296964550760203
Dash Inserts,2.3125,3.6546824864215943,0.9703175135784057,23.59166666666667,27.444496214109147,19.73883711922419,6.5625,8.503051433009205,4.6219485669907945
Windshield Hinges & Brackets,4.487837837837838,5.2698832704931995,3.705792405182476,11.889189189189189,14.485886553880944,9.292491824497434,6.335135135135136,7.612532480334666,5.057737789935606
Grilles,5.971664156626507,6.3040791788683,5.6392491343847135,41.38897590361445,42.11724613902242,40.66070566820648,12.946506024096385,13.205825061710874,12.687186986481896
Body Moldings,5.378285714285714,6.02058707324275,4.735984355328678,43.33457142857143,47.461494270582705,39.207648586560154,13.443142857142858,16.64545180530864,10.240833908977077
Door Hinge Repair Components,2.723333333333333,4.679271541141894,0.7673951255247726,6.083333333333333,8.587242305458462,3.5794243612082046,3.630666666666666,5.619657092725774,1.641676240607558
Hood Latch Components,2.1785714285714284,2.6062398269995835,1.7509030301432733,4.642857142857143,5.419236968380991,3.8664773173332954,1.7142857142857142,2.638802274875096,0.7897691536963323
Door Handles - Interior,2.325,3.0558062929149092,1.5941937070850911,8.2125,9.60484486845763,6.820155131542372,2.7024999999999997,3.490090214358924,1.9149097856410755
Hood Hinges,2.804705882352941,3.5978633498373873,2.011548414868495,9.299999999999999,10.85559310080301,7.744406899196988,3.635294117647059,4.403561279678819,2.867026955615299
Hood Prop Rods,1.9615384615384615,2.0248020625750565,1.8982748605018664,21.615384615384617,23.052457383033012,20.17831184773622,2.8846153846153846,3.07440618772517,2.6948245815055993
Windshield Frames,4.7272727272727275,5.117204862582849,4.337340591962606,60.88636363636363,63.00166222900104,58.771065043726225,25.928181818181823,28.16122854872515,23.695135087638498
Hood Release Cables,3.5208333333333335,4.658822108220378,2.3828445584462887,13.416666666666666,14.921046861507403,11.91228647182593,10.333333333333334,11.991631444938434,8.675035221728233
Door Jamb Strikers,2.2,2.8154478723444885,1.584552127655512,5.1,6.7934804579153365,3.4065195420846632,3.9,5.727934945726416,2.072065054273584
Bumper Impact Asorbers,6.1875,6.643403212658145,5.731596787341855,54.0,66.29062689696207,41.70937310303794,9.625,11.836267993344812,7.413732006655189
A/C Compressors,7.5,8.099441398300991,6.900558601699009,11.740625,13.798873306124994,9.682376693875005,11.7875,13.484164390035108,10.090835609964891
Climate Control Panels,3.7541121495327108,3.7833113723892726,3.724912926676149,11.218224299065417,11.324692638490891,11.111755959639943,6.426168224299067,6.556025634461026,6.296310814137108
Header Panels,9.211111111111112,10.276342121958052,8.145880100264172,61.375,62.68225829535487,60.06774170464513,14.83888888888889,16.83786805977303,12.839909718004751
Door Handle Components,2.70375,3.711846966255452,1.6956530337445477,5.3125,7.117946298794388,3.507053701205612,3.7437500000000004,5.409866729379159,2.077633270620842
Rear View Mirror Mounting Brackets,2.375,3.23920062734737,1.5107993726526299,9.9375,15.239269950655249,4.63573004934475,4.125,6.405288649675655,1.8447113503243449
Bumper Bracket Hardware,2.5714285714285716,3.421368867744134,1.7214882751130092,6.714285714285714,7.357802453768221,6.070768974803208,2.2857142857142856,3.899503502987012,0.6719250684415587
Windshield Washer Hoses,2.0,2.0,2.0,9.125,16.73244802465056,1.5175519753494413,5.25,6.483640220213604,4.016359779786396
Weatherstrip Seal Fasteners,0.625,1.241820110106802,0.008179889893198067,1.75,2.161213406737868,1.338786593262132,0.385,0.9853715738372874,-0.21537157383728733
Fog Light Covers,1.3059504132231403,1.5067432462468007,1.10515758019948,8.641900826446282,9.186230855711845,8.097570797180719,4.8509090909090915,5.169125599376794,4.532692582441389
Windshield Wiper Arm Components,0.4375,0.6343534313418339,0.24064656865816617,3.6875,8.004832801665515,-0.6298328016655157,1.5625,2.517704871820367,0.6072951281796327
Windshield Washer Nozzles,1.0516666666666667,1.1746035055332829,0.9287298278000506,2.5625,2.974102629169289,2.150897370830711,1.1875,1.2411872994568638,1.1338127005431362
Fender Splash Shields,12.7,13.999875495877921,11.400124504122077,42.086666666666666,45.15852627486263,39.0148070584707,18.966666666666665,23.412422673468583,14.520910659864747
Door Limiting Straps,0.7642857142857142,1.301407000852001,0.22716442771942758,3.8600000000000003,5.674103504048386,2.0458964959516153,0.7299999999999999,1.2758903609317747,0.1841096390682252
Floor Panel Plugs,1.1441666666666668,1.6123109790831234,0.6760223542502102,1.9583333333333333,2.4460271733136936,1.470639493352973,1.2508333333333332,1.597108723110333,0.9045579435563336
Hatches and Liftgates,11.0,,,62.5,,,44.0,,
Door Hinges,3.33909090909091,3.638803393283165,3.0393784248986555,8.041038961038964,8.626616896996381,7.455461025081546,5.664935064935062,6.519360963618718,4.810509166251405
Spare Tire Stops,3.9200000000000004,5.287703456221987,2.552296543778014,8.656,12.310347282000055,5.001652717999946,5.14,7.9697219663318135,2.310278033668186
Windshield Installation Tools,0.25,,,1.25,,,0.75,,
Blower Motor Wheel,3.75,3.75,3.75,6.25,6.25,6.25,6.25,6.25,6.25
Horns,3.9540000000000006,4.34111255699873,3.566887443001272,7.532076528359551,8.405122020252078,6.659031036467024,5.627314606741572,6.165629023238684,5.08900019024446
Headlight Dimmer Switch Kits,2.8333333333333335,3.589091419465051,2.077575247201616,5.258333333333334,6.415671613500079,4.100995053166589,4.2299999999999995,5.567870458769353,2.892129541230646
Gauges - Restoration,3.3404255319148937,3.6816695510969657,2.9991815127328216,4.792553191489362,5.65873379689808,3.926372586080644,1.677659574468085,1.9918519508031995,1.3634671981329702
Circuit Breakers,2.119047619047619,2.680599028406208,1.5574962096890304,2.119047619047619,2.2734817053902416,1.9646135327049967,1.000952380952381,1.1168555505648348,0.8850492113399274
Clutch Starter Safety Switches,1.75,,,3.75,,,3.5,,
Power Window Switches,2.643333333333333,3.0164489206654306,2.2702177460012356,6.286666666666667,8.19895393435144,4.374379398981894,3.235555555555555,3.703529429672831,2.767581681438279
Distributor Ignition Pickups,2.75,3.951231247034012,1.5487687529659881,7.458333333333333,10.772649900680133,4.144016765986534,2.205,3.7427328872999825,0.6672671127000176
Engine Oil Level Sensors,2.0,,,7.0,,,2.0,,
Remote Key Fobs,1.25,1.25,1.25,3.25,3.25,3.25,3.25,3.25,3.25
Dash Indicator Light Bezels,1.013,1.2390774704016194,0.7869225295983804,2.5629999999999997,2.9932273199005226,2.132772680099477,1.139,1.8345803586070724,0.4434196413929278
Dash Panels,3.992857142857143,4.646526965182508,3.339187320531778,20.5125,26.165355046644017,14.859644953355982,8.305714285714286,9.286414356200314,7.325014215228257
Door Pin Inserts,1.6883333333333335,2.144500411132689,1.2321662555339776,5.583333333333333,7.700990632346879,3.465676034319787,1.4875,2.0423611186128223,0.932638881387178
Hood Insulation Fasteners,0.5,,,1.5,,,0.75,,
Axle Lock Nuts,0.37666666666666665,0.6889482875206203,0.06438504581271298,1.4166666666666667,2.179846450517676,0.6534868828156573,1.4166666666666667,2.179846450517676,0.6534868828156573
Windshield Hinge Screws,1.1875,1.7536967118996656,0.6213032881003344,2.25,3.483640220213604,1.016359779786396,0.8274999999999999,1.7593105475131239,-0.10431054751312396
Brake Fittings,1.363921568627451,1.4631457401920378,1.2646973970628643,3.8537254901960787,4.226257858866817,3.48119312152534,3.1352941176470597,3.4918861235068306,2.7787021117872888
Electrical Fuses,1.2840298507462689,1.5866398351322315,0.9814198663603062,2.4801492537313434,2.8617656929871886,2.098532814475498,1.8405970149253736,2.213233068650016,1.467960961200731
Valve Cover Breather Components,0.13,,,2.0,,,2.0,,
Fuel Pump Gaskets,0.13,0.13,0.13,2.75,2.75,2.75,2.5,2.5,2.5
Water Pump - Mechanical - Replacement Components,4.7125,6.803155802624649,2.621844197375352,7.5,10.745349620701244,4.254650379298756,4.24125,6.705937331823356,1.776562668176644
Flywheel & Flexplate Ring Gears,0.875,1.1061348827002402,0.6438651172997598,13.517857142857142,13.970919013317891,13.064795272396394,8.758571428571429,11.254361743583308,6.26278111355955
Clutch Linkage Bell Cranks,2.9791666666666665,3.4814185080467097,2.4769148252866233,10.104166666666666,11.989574349948496,8.218758983384836,3.6500000000000004,4.555518710719321,2.74448128928068
Steering Wheel Replacement Parts,1.875,2.4732648684164666,1.2767351315835334,2.513,3.2132220433581646,1.8127779566418352,2.213,2.74706995439198,1.6789300456080203
Bumper Fasteners,2.6652,2.9110090892018294,2.4193909107981706,23.917599999999997,28.76891485401012,19.066285145989873,6.0612,7.05273632123678,5.069663678763221
Hard Top Hardware,2.8970588235294117,3.5970270707505945,2.197090576308229,5.044117647058823,5.961069913197563,4.127165380920084,4.647058823529412,5.999482704615188,3.2946349424436367
Ball Joint Replacement Components,0.6875,0.8568694411775816,0.5181305588224184,1.625,2.071421620623046,1.1785783793769542,1.625,2.071421620623046,1.1785783793769542
Brake Caliper Mounting Brackets,4.875,5.577280588857575,4.172719411142425,8.125,9.78265423733831,6.46734576266169,4.925,6.035276198192244,3.814723801807756
Heater Control Replacement Components,1.4583333333333333,2.3104925781213557,0.606174088545311,18.583333333333332,23.75729210767406,13.409374558992605,1.4749999999999999,2.357912627450328,0.592087372549672
Weatherstrip Seals - Vehicle Kits,1.6666666666666667,2.204572645085328,1.1287606882480055,16.0,20.975512295731267,11.024487704268733,2.7000000000000006,3.852180536262793,1.5478194637372082
Air Bag Components,3.902919708029198,4.025991014644566,3.7798484014138305,5.112700729927004,5.314483448385594,4.910918011468415,4.684671532846717,4.834270156243032,4.535072909450402
Power Steering Pump Caps,1.88,2.0773824352341768,1.6826175647658232,4.390000000000001,5.7659047376986035,3.0140952623013972,3.055,3.94221774203045,2.1677822579695505
Shifter Bushings & Clips - Manual Transmission,5.585000000000001,6.278552391941098,4.891447608058904,4.006388888888889,4.974518107402659,3.038259670375119,4.772500000000001,5.494152610609097,4.0508473893909045
Auxiliary Light Trim Covers,4.761428571428572,5.879510113253251,3.643347029603892,12.11357142857143,14.380476918154258,9.8466659389886,6.931428571428571,9.144808787034288,4.718048355822853
Blend Door Repair Kits,3.1397368421052634,3.5671307472979206,2.712342936912606,9.582894736842107,9.981191912718574,9.18459756096564,6.523684210526315,6.926927143587016,6.120441277465614
Coolant Pipe Seals,0.13,,,10.0,,,4.0,,
Shifter Cable Bushings,0.5,,,0.63,,,0.5,,
Steering Wheels,4.653448275862068,5.187580352698908,4.119316199025229,15.549999999999999,16.73888457713979,14.361115422860209,11.955172413793104,13.589674364742704,10.320670462843504
Master Cylinder Rebuild Kits,1.9107142857142858,2.149197581322466,1.6722309901061054,5.910714285714286,7.319859031679079,4.501569539749492,2.4499999999999997,3.1153557425033656,1.784644257496634
Steering Couplers,4.041666666666667,5.409103094465989,2.6742302388673447,4.895833333333333,5.462783718394449,4.328882948272217,2.591666666666667,3.2633152310051847,1.9200181023281488
Steering Column Boots,3.2,4.515882901561178,1.8841170984388225,7.6,11.478507651761241,3.721492348238759,4.4,6.926872088504911,1.873127911495089
Drag Links - Kits,3.3333333333333335,4.344320075961237,2.32234659070543,34.333333333333336,37.80098925250372,30.865677414162953,6.375,7.875600303427985,4.874399696572015
Carburetor Rebuild Kits,3.030579710144928,3.5615772994818684,2.499582120807988,7.3437681159420265,7.711393108054116,6.976143123829937,4.389565217391304,4.9146714549572295,3.864458979825379
Camshafts,3.2262666666666675,3.844586484541532,2.607946848791803,25.065200000000008,25.625299765427823,24.505100234572193,4.319866666666666,4.989123032444665,3.650610300888667
Clutch Master Cylinder Rebuild Kits,1.35,1.6840713508839629,1.0159286491160373,3.4,5.098465692302684,1.7015343076973164,2.3,3.062687250864018,1.5373127491359817
Clutch Slave Cylinder Rebuild Kits,1.5,1.6678771703165558,1.3321228296834442,3.75,4.442175305344965,3.0578246946550345,3.125,3.330606703368934,2.919393296631066
Choke Kit Components,1.2543478260869565,1.6447267420575309,0.8639689101163821,5.7073913043478255,6.411411971244461,5.00337063745119,3.9030434782608694,4.391948661418359,3.41413829510338
Spindle Replacement Components,1.0879999999999999,1.8310612985004986,0.344938701499501,2.825,3.6656160493473444,1.984383950652656,0.72,1.1805655426970922,0.25943445730290765
Power Steering Pump Replacement Parts,1.5433333333333332,2.7157856960305864,0.3708809706360803,3.125,4.41558133758686,1.8344186624131398,2.225,3.35838849729872,1.0916115027012798
Carburetor Solenoids & Brackets,1.405833333333333,1.9136856323078102,0.8979810343588558,6.7558333333333325,7.537492771734339,5.974173894932326,4.814166666666666,5.253537243295999,4.374796090037333
Power Steering Valves,2.375,2.580606703368934,2.169393296631066,7.375,8.814246923582537,5.935753076417462,2.375,2.580606703368934,2.169393296631066
Fuel Line Repair Parts,2.3545454545454545,3.0062342787041114,1.7028566303867978,17.89272727272727,24.22418243934506,11.561272106109481,9.924545454545456,12.285700779516242,7.563390129574669
Throwout Bearing Replacement Components,1.25,2.8948536269514724,-0.3948536269514722,2.0,3.6448536269514724,0.3551463730485278,1.25,2.8948536269514724,-0.3948536269514722
Power Steering Pump Flow Control Fittings,1.075,1.200538004684262,0.9494619953157379,4.819999999999999,5.994499206259879,3.64550079374012,2.2583333333333333,2.7545308441303606,1.7621358225363057
Brake Booster Check Valve,1.5625,1.9863690776625766,1.1386309223374234,2.0,2.0,2.0,1.5625,1.8212160948695462,1.3037839051304538
Manual Transmission Main Shafts,3.125,3.3564027100006357,2.8935972899993643,12.875,14.08441491220769,11.66558508779231,3.8333333333333335,4.411637087877715,3.2550295787889527
Steering Column Replacement Components,1.566470588235294,2.0017926501686705,1.1311485263019176,8.301764705882352,12.467632957968416,4.135896453796289,2.0888235294117643,2.612421534950518,1.5652255238730104
Transfer Case Mounts,2.05,2.9731718085167325,1.1268281914832672,5.85,9.797648704683532,1.9023512953164667,2.07,2.9856680164907847,1.154331983509215
Oil Cooler Lines,2.465,3.1292134019590905,1.8007865980409092,27.335,36.14553297286273,18.52446702713727,6.2075,8.32620805934845,4.088791940651548
Bell Crank Repair Components,1.5579166666666666,2.083223040868877,1.0326102924644562,3.859583333333333,4.682795534568546,3.0363711320981195,2.36125,3.1121920641547893,1.6103079358452108
Rack and Pinion Installation Kits,1.4866666666666666,1.4976323575130097,1.4757009758203234,6.4433333333333325,11.63010510365364,1.2565615630130234,5.63,11.485678911947241,-0.22567891194724155
Ignition Switch Components,1.4666666666666666,1.6807786251135268,1.2525547082198063,4.495,6.64732412537901,2.3426758746209906,3.9899999999999998,6.660173866959948,1.3198261330400518
Manual Transmission Rebuild Kits,2.936046511627907,3.5132417219851986,2.358851301270615,10.11860465116279,11.225195462406386,9.012013839919195,8.76046511627907,10.937218590922793,6.583711641635347
Brake Hoses - Sets,3.442857142857143,4.607365482031426,2.27834880368286,9.540178571428571,10.031377561061946,9.048979581795196,6.034464285714285,6.277659061896918,5.791269509531652
Ring & Pinion Gear Installation Kits,2.7901234567901234,2.95651060064337,2.623736312936877,11.57716049382716,12.042251852954983,11.112069134699336,7.166666666666665,7.729710445190492,6.603622888142838
Seat Belt Components,1.2,1.401452604379867,0.9985473956201331,5.2,6.380404540341631,4.019595459658369,0.67,1.1898882486305415,0.15011175136945853
Axle Hub Key,0.25,0.25,0.25,1.75,3.3948536269514724,0.10514637304852781,0.25,0.25,0.25
Connecting Rod Nuts,0.3333333333333333,0.47040446891262266,0.19626219775404397,0.5,0.7374141710744913,0.26258582892550875,0.5,0.7374141710744913,0.26258582892550875
Engine Coolant Plug Fasteners,0.75,,,0.75,,,0.75,,
King Pin Components,1.5454545454545454,1.9597152731338348,1.131193817775256,6.318181818181818,8.820780007720447,3.8155836286431892,1.9636363636363638,2.5257260965271406,1.401546630745587
Axle Bearing Races,1.3461538461538463,1.6568869834096498,1.0354207088980427,4.038461538461538,4.815964932302626,3.2609581446204503,1.2423076923076926,1.7827210584267146,0.7018943261886705
Drive Hub Replacement Component Parts,0.29333333333333333,0.4725980647108874,0.11406860195577925,2.75,3.6060089673308573,1.8939910326691427,2.75,3.6060089673308573,1.8939910326691427
Clutch Linkage Components,0.916,1.1746216138448615,0.6573783861551385,3.0356666666666663,4.009936698583564,2.0613966347497685,0.6153333333333333,0.818686118998404,0.41198054766826253
Brake Line Retaining Clips,1.45,2.190184132128162,0.7098158678718376,4.9,7.959604606999102,1.8403953930008985,4.5,7.187083752531196,1.8129162474688045
Differential Pinion Gear Thrust Washers,0.18333333333333332,0.21800989252503714,0.1486567741416295,2.138888888888889,2.3457608762209414,1.9320169015568363,2.138888888888889,2.3457608762209414,1.9320169015568363
Tie Rod End Dust Boots,4.696724137931033,5.419029078722895,3.9744191971391722,4.992758620689654,5.3868250363062735,4.598692205073034,2.9831034482758616,3.1429941804063053,2.823212716145418
Drag Link Components,1.1875,1.701516758422335,0.6734832415776649,6.8125,11.505184928477117,2.1198150715228836,2.125,3.483664694666734,0.7663353053332658
Manual Transmission Seal Kits,1.4,1.636734873055382,1.163265126944618,6.233333333333333,7.954014859366352,4.512651807300315,5.483333333333333,6.955337662694117,4.01132900397255
Steering Stem Bearings,1.25,,,3.25,,,3.25,,
Crankshafts,7.875,8.080606703368934,7.669393296631066,23.4375,25.102575815643227,21.772424184356773,10.75,15.273347474116548,6.226652525883451
Fuel Tank Filler Neck Components,1.2433333333333334,2.10497779910661,0.3816888675600565,4.47,5.052132576054313,3.887867423945686,2.703333333333333,4.008202165103508,1.3984645015631587
Transfer Case Mount Bushings,2.4375,3.9237108146457835,0.9512891853542165,3.125,4.021218842099727,2.228781157900273,2.625,3.114441852179294,2.135558147820706
Fuel Lines,3.6313855421686743,5.2126742381383115,2.050096846199037,41.49192771084337,46.10319652352799,36.88065889815875,5.30132530120482,5.9650041478964555,4.637646454513184
Air Cleaner Replacement Components,4.551470588235294,5.870715205067693,3.2322259714028956,11.213235294117647,13.256167687741529,9.170302900493764,7.1720588235294125,8.506626304873596,5.837491342185229
Steering Arms,6.083333333333333,7.07288485507765,5.093781811589016,28.381944444444443,34.248715082713815,22.51517380617507,12.36111111111111,13.783741478962307,10.938480743259914
Steering Knuckle Seals,1.1,1.5968710498572105,0.6031289501427898,7.15,7.314485362695147,6.985514637304854,4.7,6.881369879202128,2.518630120797872
Steering Knuckle Components,3.565,9.215072208578306,-2.0850722085783064,21.75,46.01159099753421,-2.5115909975342134,7.425,14.292263892522396,0.5577361074776039
Fuel Tank Lock Rings,1.125,1.8352613062891296,0.41473869371087047,6.0,9.14069427192824,2.8593057280717593,2.62,4.395781822333478,0.8442181776665221
Oil Filter Covers,3.5066666666666664,4.968438911873384,2.044894421459949,7.7266666666666675,10.123125513335399,5.330207819997936,5.8116666666666665,7.357510668769517,4.265822664563816
Differential Pinion Bearing Spacers and Sleeves,0.71,1.3830513791660897,0.03694862083391037,2.6666666666666665,3.5004378341537947,1.832895499179538,1.5199999999999998,2.8112188277729673,0.22878117222703231
Brake Lines - Individual,3.0484782608695657,3.333912768253695,2.7630437534854364,9.605,10.341150179169139,8.868849820830862,4.332173913043479,4.806064792946909,3.858283033140049
Transmission Stabilizer Bushings,3.453125,3.7447382813560997,3.1615117186439003,4.140625,5.063260717326393,3.217989282673608,2.87,3.342734480769365,2.3972655192306354
Grille Components,4.925,5.701850298909104,4.148149701090896,22.8125,26.869933262289834,18.755066737710166,8.45,9.8215191160592,7.078480883940799
Windshield Wiper Motor Replacement Components,1.8766666666666667,3.3326589546474423,0.4206743786858911,5.633333333333333,11.047487029473395,0.21917963719327105,0.6833333333333332,1.2042036485346328,0.1624630181320338
Window Regulator Components,0.25,,,1.0,,,1.0,,
